,Team,Sport,Event,Medal,Age,Height,Weight,Cluster
9328,Japan,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,29.0,175.0,70.0,7
9329,United States,Volleyball,Volleyball Women's Volleyball,Silver,29.0,200.0,82.0,0
9330,United States,Volleyball,Volleyball Women's Volleyball,Silver,33.0,200.0,82.0,0
9331,Denmark,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze,30.0,170.0,63.0,3
9332,West Germany,Hockey,Hockey Men's Hockey,Silver,27.0,182.0,77.0,4
9333,West Germany,Hockey,Hockey Men's Hockey,Silver,31.0,182.0,77.0,4
9334,Germany,Hockey,Hockey Men's Hockey,Gold,23.0,184.0,83.0,1
9335,Germany,Hockey,Hockey Men's Hockey,Bronze,27.0,184.0,83.0,7
9336,Australia,Softball,Softball Women's Softball,Bronze,23.0,158.0,56.0,7
9337,Australia,Softball,Softball Women's Softball,Silver,27.0,158.0,56.0,4
9338,Norway,Biathlon,Biathlon Men's 20 kilometres,Gold,28.0,181.0,75.0,1
9339,Norway,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,28.0,181.0,75.0,4
9340,Norway,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,32.0,181.0,75.0,1
9341,Norway,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,36.0,181.0,75.0,4
9342,Norway,Biathlon,Biathlon Men's 20 kilometres,Bronze,36.0,181.0,75.0,7
9343,Norway,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,40.0,181.0,75.0,1
9344,West Germany,Fencing,"Fencing Women's Foil, Individual",Silver,32.0,163.0,54.0,4
9345,West Germany,Fencing,"Fencing Women's Foil, Team",Gold,32.0,163.0,54.0,1
9346,East Germany,Athletics,Athletics Men's Javelin Throw,Bronze,29.0,187.0,105.0,8
9347,Australia,Water Polo,Water Polo Women's Water Polo,Gold,27.0,182.0,80.0,1
9348,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,183.0,79.0,0
9349,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,30.0,178.0,82.0,6
9350,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,20.0,188.0,91.0,2
9351,Germany,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,23.0,184.0,64.0,4
9352,Germany,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,27.0,184.0,64.0,4
9353,Germany,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,27.0,184.0,64.0,1
9354,Germany-1,Bobsleigh,Bobsleigh Men's Four,Silver,23.0,188.0,80.0,4
9355,Germany-1,Bobsleigh,Bobsleigh Men's Four,Bronze,25.0,188.0,80.0,7
9356,New Zealand,Rowing,Rowing Women's Coxless Pairs,Bronze,24.0,175.0,70.0,3
9357,Finland,Rowing,Rowing Men's Coxed Fours,Bronze,26.0,183.0,86.0,3
9358,Finland,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,21.0,176.0,67.0,7
9359,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,26.0,179.0,86.0,6
9360,Thailand,Taekwondo,Taekwondo Men's Flyweight,Silver,18.0,176.0,58.0,4
9361,East Germany,Gymnastics,Gymnastics Men's Team All-Around,Bronze,24.0,173.0,67.0,7
9362,Norway,Rowing,Rowing Men's Double Sculls,Gold,28.0,185.0,85.0,1
9363,Norway,Rowing,Rowing Men's Quadruple Sculls,Silver,40.0,185.0,85.0,4
9364,Denmark,Football,Football Men's Football,Silver,26.0,175.0,72.0,5
9365,United States,Swimming,Swimming Men's 100 metres Breaststroke,Silver,22.0,183.0,85.0,0
9366,United States,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,22.0,183.0,85.0,8
9367,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,22.0,183.0,85.0,2
9368,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,26.0,183.0,85.0,2
9369,United States,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,30.0,183.0,85.0,8
9370,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,30.0,183.0,85.0,2
9371,United States,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver,19.0,183.0,82.0,0
9372,Denmark,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,20.0,182.0,77.0,1
9373,Denmark,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,Bronze,20.0,182.0,77.0,7
9374,Denmark,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,28.0,182.0,77.0,7
9375,Denmark,Sailing,Sailing Mixed Three Person Keelboat,Gold,31.0,178.0,87.0,1
9376,Denmark,Sailing,Sailing Mixed Three Person Keelboat,Gold,35.0,178.0,87.0,1
9377,Norway,Rowing,Rowing Men's Double Sculls,Silver,27.0,193.0,92.0,4
9378,Norway,Rowing,Rowing Men's Double Sculls,Gold,30.0,193.0,92.0,1
9379,United States,Athletics,Athletics Men's Pole Vault,Gold,23.0,183.0,75.0,2
9380,Denmark,Handball,Handball Men's Handball,Gold,29.0,200.0,105.0,1
9381,Denmark,Sailing,Sailing Women's Skiff,Bronze,27.0,166.0,60.0,7
9382,United States,Rowing,Rowing Men's Coxed Eights,Gold,24.0,198.0,97.0,2
9383,Denmark,Rowing,Rowing Men's Coxless Fours,Gold,26.0,185.0,82.0,1
9384,Denmark,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,33.0,178.0,74.0,7
9385,United States,Volleyball,Volleyball Men's Volleyball,Gold,26.0,196.0,93.0,2
9386,Australia,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,22.0,176.0,78.0,7
9387,Denmark,Cycling,Cycling Men's Omnium,Gold,20.0,180.0,73.0,1
9388,Denmark,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,24.0,180.0,73.0,7
9389,Denmark,Cycling,Cycling Men's Omnium,Bronze,24.0,180.0,73.0,7
9390,Denmark,Handball,Handball Men's Handball,Gold,28.0,196.0,98.0,1
9391,Sweden,Shooting,Shooting Women's Double Trap,Gold,34.0,181.0,90.0,1
9392,Denmark,Handball,Handball Men's Handball,Gold,31.0,200.0,105.0,1
9393,Norway,Athletics,Athletics Men's Long Jump,Bronze,24.0,174.0,66.0,8
9394,France,Athletics,Athletics Men's 800 metres,Bronze,31.0,184.0,72.0,8
9395,Australia,Rowing,Rowing Men's Quadruple Sculls,Bronze,22.0,199.0,100.0,3
9396,Australia,Rowing,Rowing Men's Coxless Fours,Bronze,27.0,199.0,100.0,3
9397,Australia,Rowing,Rowing Men's Coxed Eights,Bronze,31.0,199.0,100.0,3
9398,Australia,Swimming,Swimming Women's 100 metres Breaststroke,Silver,26.0,175.0,67.0,0
9399,Australia,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,26.0,175.0,67.0,1
9400,Canada,Rowing,Rowing Women's Coxed Eights,Silver,29.0,178.0,70.0,4
9401,Sweden,Sailing,Sailing Mixed Two Person Keelboat,Gold,29.0,200.0,96.0,1
9402,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,26.0,186.0,83.0,6
9403,China,Fencing,"Fencing Women's epee, Team",Silver,28.0,176.0,66.0,4
9404,China,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,17.0,185.0,80.0,8
9405,West Germany,Handball,Handball Men's Handball,Silver,26.0,189.0,87.0,4
9406,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,21.0,180.0,63.0,4
9407,Japan,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,25.0,173.0,58.0,4
9408,Japan,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze,29.0,173.0,58.0,7
9409,Japan,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,29.0,173.0,58.0,1
9410,Japan,Athletics,Athletics Men's Triple Jump,Silver,23.0,177.0,60.0,4
9411,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,21.0,166.0,56.0,4
9412,Japan,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,25.0,166.0,56.0,7
9413,Switzerland,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver,29.0,174.0,73.0,4
9414,Japan,Judo,Judo Men's Heavyweight,Silver,24.0,191.0,125.0,4
9415,Germany,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,22.0,174.0,62.0,8
9416,United States,Basketball,Basketball Men's Basketball,Gold,24.0,200.0,91.0,2
9417,United States,Basketball,Basketball Men's Basketball,Gold,34.0,180.0,88.0,2
9418,Great Britain,Swimming,Swimming Women's 400 metres Freestyle,Silver,15.0,183.0,60.0,0
9419,Great Britain,Swimming,Swimming Women's 800 metres Freestyle,Bronze,15.0,183.0,60.0,8
9420,United States,Athletics,Athletics Men's Decathlon,Silver,28.0,196.0,96.0,0
9421,United States,Basketball,Basketball Men's Basketball,Gold,22.0,196.0,100.0,2
9422,United States,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,22.0,178.0,77.0,0
9423,Australia,Softball,Softball Women's Softball,Bronze,30.0,182.0,80.0,7
9424,Australia,Softball,Softball Women's Softball,Bronze,38.0,182.0,80.0,7
9425,United States,Athletics,Athletics Men's 400 metres Hurdles,Silver,22.0,188.0,75.0,0
9426,United States,Athletics,Athletics Men's 400 metres Hurdles,Gold,26.0,188.0,75.0,2
9427,Australia,Softball,Softball Women's Softball,Bronze,24.0,172.0,72.0,7
9428,Australia,Softball,Softball Women's Softball,Bronze,28.0,172.0,72.0,7
9429,Australia,Softball,Softball Women's Softball,Silver,32.0,172.0,72.0,4
9430,Australia,Softball,Softball Women's Softball,Bronze,36.0,172.0,72.0,7
9431,France,Rowing,Rowing Men's Double Sculls,Gold,26.0,197.0,87.0,1
9432,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,22.0,157.0,47.0,2
9433,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,25.0,180.0,70.0,8
9434,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,25.0,180.0,70.0,2
9435,United States,Athletics,Athletics Men's Hammer Throw,Silver,21.0,185.0,90.0,0
9436,United States,Athletics,Athletics Men's All-Around Championship,Bronze,25.0,185.0,90.0,8
9437,France,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,26.0,187.0,77.0,7
9438,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,21.0,188.0,79.0,2
9439,Hungary,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,16.0,188.0,71.0,8
9440,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,24.0,180.0,81.0,6
9441,Netherlands,Cycling,Cycling Women's Sprint,Bronze,28.0,175.0,70.0,7
9442,Netherlands,Cycling,Cycling Women's Sprint,Bronze,32.0,175.0,70.0,7
9443,Netherlands,Cycling,Cycling Women's Points Race,Silver,32.0,175.0,70.0,4
9444,West Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,23.0,180.0,76.0,1
9445,Finland,Athletics,Athletics Men's Shot Put,Gold,26.0,183.0,110.0,1
9446,Finland,Athletics,"Athletics Men's Cross-Country, Team",Silver,22.0,178.0,65.0,4
9447,Finland,Athletics,Athletics Men's Javelin Throw,Gold,25.0,190.0,90.0,1
9448,United States,Baseball,Baseball Men's Baseball,Bronze,20.0,180.0,77.0,7
9449,Great Britain,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze,26.0,177.0,62.0,7
9450,Sweden,Gymnastics,Gymnastics Men's Team All-Around,Gold,21.0,171.0,67.0,1
9451,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,22.0,188.0,89.0,6
9452,Sweden,Fencing,"Fencing Men's epee, Individual",Gold,25.0,179.0,71.0,1
9453,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,18.0,173.0,64.0,2
9454,United States,Volleyball,Volleyball Women's Volleyball,Silver,25.0,188.0,79.0,0
9455,United States,Volleyball,Volleyball Women's Volleyball,Bronze,29.0,188.0,79.0,7
9456,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,24.0,176.0,73.0,2
9457,Canada,Curling,Curling Men's Curling,Gold,30.0,185.0,84.0,1
9458,Canada,Curling,Curling Men's Curling,Gold,27.0,183.0,91.0,1
9459,Canada,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,19.0,182.0,95.0,4
9460,Canada,Cycling,Cycling Men's Sprint,Bronze,27.0,182.0,95.0,7
9461,Canada,Cycling,Cycling Men's Sprint,Bronze,31.0,182.0,95.0,7
9462,France,Taekwondo,Taekwondo Women's Featherweight,Bronze,25.0,174.0,57.0,7
9463,United States,Athletics,Athletics Women's 100 metres Hurdles,Gold,24.0,168.0,61.0,2
9464,United States,Athletics,Athletics Women's 100 metres Hurdles,Silver,28.0,168.0,61.0,0
9465,United States,Diving,Diving Men's Springboard,Silver,24.0,164.0,63.0,0
9466,Great Britain,Athletics,Athletics Men's Marathon,Silver,34.0,168.0,58.0,4
9467,United States,Swimming,Swimming Men's 200 metres Backstroke,Bronze,20.0,182.0,77.0,8
9468,United States,Softball,Softball Women's Softball,Gold,25.0,182.0,99.0,2
9469,United States,Softball,Softball Women's Softball,Gold,30.0,182.0,99.0,2
9470,United States,Softball,Softball Women's Softball,Gold,33.0,182.0,99.0,2
9471,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,22.0,178.0,82.0,6
9472,United States,Athletics,Athletics Men's 400 metres Hurdles,Silver,18.0,183.0,77.0,0
9473,United States,Basketball,Basketball Women's Basketball,Silver,21.0,189.0,82.0,0
9474,Canada,Curling,Curling Men's Curling,Silver,30.0,185.0,95.0,4
9475,United States,Athletics,Athletics Men's 400 metres,Silver,22.0,185.0,83.0,0
9476,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,185.0,83.0,2
9477,United States,Boxing,Boxing Men's Lightweight,Bronze,17.0,169.0,60.0,7
9478,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,188.0,80.0,2
9479,United States,Athletics,Athletics Men's 400 metres,Silver,26.0,188.0,80.0,0
9480,Great Britain,Boxing,Boxing Men's Super-Heavyweight,Gold,28.0,198.0,110.0,1
9481,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,21.0,183.0,81.0,2
9482,United States,Judo,Judo Women's Half-Heavyweight,Gold,22.0,173.0,74.0,2
9483,United States,Judo,Judo Women's Half-Heavyweight,Gold,26.0,173.0,74.0,2
9484,United States,Athletics,Athletics Men's Triple Jump,Gold,31.0,178.0,77.0,2
9485,Great Britain,Fencing,"Fencing Men's epee, Team",Silver,31.0,180.0,64.0,4
9486,Australia,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,22.0,178.0,71.0,0
9487,Australia,Triathlon,Triathlon Women's Olympic Distance,Silver,29.0,168.0,53.0,4
9488,Australia,Basketball,Basketball Women's Basketball,Silver,25.0,162.0,63.0,4
9489,Australia,Basketball,Basketball Women's Basketball,Silver,29.0,162.0,63.0,4
9490,Australia,Basketball,Basketball Women's Basketball,Silver,33.0,162.0,63.0,4
9491,Australia,Basketball,Basketball Women's Basketball,Bronze,37.0,162.0,63.0,3
9492,Germany,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,19.0,178.0,66.0,8
9493,Germany,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,22.0,178.0,66.0,8
9494,United States,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,23.0,178.0,69.0,2
9495,Great Britain,Rowing,Rowing Men's Double Sculls,Silver,24.0,186.0,84.0,4
9496,Canada,Curling,Curling Men's Curling,Silver,29.0,185.0,86.0,4
9497,Germany,Athletics,Athletics Men's Discus Throw,Gold,26.0,207.0,120.0,1
9498,Germany,Athletics,Athletics Men's Discus Throw,Gold,27.0,201.0,126.0,1
9499,Canada,Diving,Diving Women's Synchronized Platform,Bronze,22.0,165.0,56.0,7
9500,South Africa,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze,29.0,174.0,65.0,7
9501,Poland,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,29.0,179.0,74.0,4
9502,Germany,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,30.0,165.0,62.0,4
9503,East Germany,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,25.0,180.0,76.0,4
9504,Indonesia-1,Badminton,Badminton Men's Doubles,Silver,28.0,173.0,73.0,4
9505,United States,Athletics,Athletics Men's Shot Put,Silver,22.0,190.0,115.0,0
9506,East Germany,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Silver,32.0,171.0,64.0,4
9507,Netherlands,Rowing,Rowing Men's Coxed Pairs,Bronze,23.0,189.0,84.0,3
9508,United States,Gymnastics,Gymnastics Men's Team All-Around,Gold,24.0,165.0,64.0,2
9509,East Germany,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,19.0,183.0,66.0,8
9510,United States,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,23.0,182.0,78.0,7
9511,United States,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,27.0,182.0,78.0,0
9512,Germany,Boxing,Boxing Men's Light-Welterweight,Bronze,25.0,172.0,64.0,7
9513,Norway,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze,28.0,185.0,75.0,7
9514,Norway,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,28.0,185.0,75.0,4
9515,Germany,Athletics,Athletics Men's 100 metres,Gold,23.0,182.0,71.0,1
9516,Germany,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,23.0,182.0,71.0,1
9517,Indonesia-1,Badminton,Badminton Mixed Doubles,Silver,26.0,167.0,60.0,4
9518,Germany,Rowing,Rowing Women's Coxed Eights,Bronze,24.0,178.0,74.0,3
9519,Germany,Swimming,Swimming Women's 400 metres Freestyle,Gold,22.0,183.0,62.0,1
9520,Germany,Swimming,Swimming Women's 200 metres Backstroke,Silver,22.0,183.0,62.0,0
9521,Germany,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,22.0,183.0,62.0,0
9522,Germany,Swimming,Swimming Women's 200 metres Freestyle,Bronze,26.0,183.0,62.0,8
9523,Germany,Swimming,Swimming Women's 400 metres Freestyle,Silver,26.0,183.0,62.0,0
9524,Germany,Swimming,Swimming Women's 800 metres Freestyle,Silver,26.0,183.0,62.0,0
9525,Germany,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,26.0,183.0,62.0,0
9526,Japan,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,25.0,164.0,50.0,4
9527,Czech Republic,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,33.0,183.0,77.0,6
9528,Czech Republic,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,41.0,183.0,77.0,6
9529,Italy-1,Luge,Luge Mixed (Men)'s Doubles,Bronze,34.0,178.0,71.0,7
9530,Japan,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,27.0,156.0,58.0,7
9531,Japan,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,23.0,183.0,73.0,0
9532,Australia,Hockey,Hockey Women's Hockey,Gold,27.0,174.0,64.0,1
9533,Australia,Hockey,Hockey Women's Hockey,Gold,31.0,174.0,64.0,1
9534,West Germany,Football,Football Men's Football,Bronze,22.0,165.0,70.0,5
9535,Denmark,Rowing,Rowing Men's Coxless Fours,Gold,23.0,182.0,82.0,1
9536,Pakistan,Hockey,Hockey Men's Hockey,Bronze,24.0,174.0,77.0,7
9537,West Germany,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,20.0,176.0,59.0,0
9538,Canada,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,23.0,180.0,74.0,4
9539,United States,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,22.0,173.0,68.0,2
9540,United States,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,30.0,173.0,68.0,2
9541,Finland,Nordic Combined,Nordic Combined Men's Individual,Gold,21.0,176.0,68.0,1
9542,Finland,Nordic Combined,Nordic Combined Men's Individual,Silver,25.0,176.0,68.0,4
9543,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,25.0,176.0,68.0,1
9544,Japan,Gymnastics,Gymnastics Men's Team All-Around,Bronze,20.0,170.0,72.0,7
9545,United States,Gymnastics,Gymnastics Women's Team All-Around,Silver,26.0,152.0,43.0,0
9546,United States,Gymnastics,Gymnastics Women's Horse Vault,Silver,26.0,152.0,43.0,0
9547,Chicago Athletic Association,Athletics,"Athletics Men's 4 mile, Team",Silver,20.0,168.0,57.0,4
9548,Hungary,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,28.0,170.0,76.0,7
9549,Norway,Cross Country Skiing,Cross Country Skiing Men's Sprint,Gold,31.0,186.0,85.0,1
9550,Norway,Freestyle Skiing,Freestyle Skiing Women's Moguls,Bronze,25.0,172.0,64.0,7
9551,Norway,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold,27.0,172.0,64.0,1
9552,Norway,Football,Football Women's Football,Bronze,32.0,170.0,62.0,7
9553,Norway,Football,Football Women's Football,Gold,30.0,171.0,62.0,1
9554,Jamaica,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,22.0,185.0,79.0,8
9555,Jamaica,Athletics,Athletics Men's 400 metres,Bronze,26.0,185.0,79.0,8
9556,Jamaica,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,26.0,185.0,79.0,4
9557,Germany,Hockey,Hockey Women's Hockey,Bronze,26.0,172.0,63.0,7
9558,Germany,Hockey,Hockey Men's Hockey,Gold,20.0,183.0,81.0,1
9559,Germany,Hockey,Hockey Men's Hockey,Gold,24.0,183.0,81.0,1
9560,Germany,Hockey,Hockey Men's Hockey,Bronze,28.0,183.0,81.0,7
9561,Germany,Diving,Diving Men's Synchronized Platform,Silver,19.0,180.0,77.0,4
9562,Germany,Diving,Diving Men's Springboard,Bronze,27.0,180.0,77.0,7
9563,East Germany,Football,Football Men's Football,Silver,24.0,182.0,79.0,5
9564,Switzerland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,23.0,172.0,57.0,7
9565,Switzerland,Curling,Curling Men's Curling,Bronze,25.0,187.0,80.0,7
9566,Germany,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Bronze,30.0,168.0,56.0,7
9567,Germany,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze,30.0,168.0,56.0,7
9568,Hungary,Water Polo,Water Polo Men's Water Polo,Bronze,28.0,192.0,94.0,3
9569,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze,20.0,177.0,64.0,7
9570,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,20.0,177.0,64.0,4
9571,Finland,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,24.0,177.0,64.0,4
9572,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,24.0,177.0,64.0,4
9573,Czech Republic,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,20.0,178.0,79.0,7
9574,Czech Republic,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,24.0,178.0,79.0,7
9575,Czechoslovakia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,25.0,174.0,80.0,6
9576,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,32.0,182.0,90.0,6
9577,United States,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Silver,23.0,188.0,89.0,0
9578,United States,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Gold,27.0,188.0,89.0,2
9579,Australia,Hockey,Hockey Women's Hockey,Gold,21.0,165.0,57.0,1
9580,Australia,Hockey,Hockey Women's Hockey,Gold,29.0,165.0,57.0,1
9581,Australia,Hockey,Hockey Women's Hockey,Gold,33.0,165.0,57.0,1
9582,United States,Basketball,Basketball Men's Basketball,Bronze,22.0,190.0,86.0,3
9583,United States,Athletics,Athletics Men's 110 metres Hurdles,Bronze,24.0,175.0,68.0,8
9584,United States,Weightlifting,Weightlifting Women's Super-Heavyweight,Bronze,17.0,175.0,136.0,7
9585,Japan,Archery,Archery Women's Team,Bronze,24.0,179.0,65.0,7
9586,Pakistan,Hockey,Hockey Men's Hockey,Silver,37.0,181.0,82.0,4
9587,Japan,Gymnastics,Gymnastics Men's Team All-Around,Gold,24.0,160.0,58.0,1
9588,Japan,Gymnastics,Gymnastics Men's Rings,Gold,24.0,160.0,58.0,1
9589,Austria,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,22.0,182.0,65.0,4
9590,Iran,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,23.0,165.0,52.0,7
9591,Canada,Swimming,Swimming Men's 100 metres Freestyle,Bronze,28.0,193.0,86.0,8
9592,United States,Athletics,Athletics Men's 100 metres,Gold,21.0,183.0,86.0,2
9593,United States,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,21.0,183.0,86.0,2
9594,United States,Water Polo,Water Polo Women's Water Polo,Silver,23.0,170.0,72.0,0
9595,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,21.0,183.0,73.0,2
9596,United States,Athletics,Athletics Women's 100 metres Hurdles,Gold,27.0,167.0,58.0,2
9597,United States,Athletics,Athletics Men's Marathon,Gold,22.0,162.0,55.0,2
9598,Australia,Swimming,Swimming Men's 200 metres Butterfly,Silver,16.0,183.0,80.0,0
9599,Australia,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,16.0,183.0,80.0,0
9600,Great Britain,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,31.0,188.0,80.0,4
9601,Great Britain,Cycling,Cycling Men's Madison,Bronze,31.0,188.0,80.0,7
9602,Australia,Rowing,Rowing Men's Coxed Eights,Silver,28.0,165.0,54.0,4
9603,Canada,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,24.0,170.0,73.0,8
9604,Soviet Union,Hockey,Hockey Men's Hockey,Bronze,20.0,176.0,76.0,7
9605,United States-1,Bobsleigh,Bobsleigh Men's Four,Silver,32.0,190.0,107.0,4
9606,United States,Basketball,Basketball Men's Basketball,Gold,19.0,203.0,102.0,2
9607,United States,Basketball,Basketball Men's Basketball,Gold,22.0,191.0,91.0,2
9608,China,Diving,Diving Men's Springboard,Gold,21.0,169.0,69.0,1
9609,China,Diving,Diving Men's Springboard,Bronze,25.0,169.0,69.0,7
9610,China-1,Badminton,Badminton Mixed Doubles,Bronze,22.0,180.0,80.0,7
9611,China,Handball,Handball Women's Handball,Bronze,21.0,165.0,65.0,7
9612,China,Basketball,Basketball Women's Basketball,Silver,23.0,178.0,68.0,4
9613,China,Gymnastics,Gymnastics Women's Team All-Around,Gold,16.0,142.0,33.0,1
9614,China,Gymnastics,Gymnastics Women's Uneven Bars,Gold,16.0,142.0,33.0,1
9615,China,Gymnastics,Gymnastics Women's Uneven Bars,Silver,20.0,142.0,33.0,4
9616,China,Softball,Softball Women's Softball,Silver,23.0,174.0,68.0,4
9617,China,Volleyball,Volleyball Women's Volleyball,Silver,22.0,178.0,68.0,4
9618,China,Trampolining,Trampolining Women's Individual,Gold,19.0,160.0,50.0,1
9619,China,Trampolining,Trampolining Women's Individual,Bronze,23.0,160.0,50.0,7
9620,China,Rowing,Rowing Women's Coxed Eights,Bronze,21.0,175.0,73.0,3
9621,China,Archery,Archery Women's Individual,Silver,19.0,170.0,68.0,4
