,index,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Age,Height,Weight
2809,27621,14332,,M,United States,USA,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Heavyweight,Gold,25.0,180.0,79.0
2810,27631,14338,,M,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze,26.0,191.0,95.0
2811,27660,14356,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Silver,30.0,190.0,95.0
2812,27669,14361,,M,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,31.0,184.0,72.0
2813,27672,14364,,M,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze,22.0,185.0,86.0
2814,27679,14365,,F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Gold,36.0,180.0,63.0
2815,27685,14368,,M,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,33.0,180.0,86.0
2816,27696,14374,,F,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,Silver,17.0,168.0,57.0
2817,27698,14374,,F,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,Silver,21.0,168.0,57.0
2818,27699,14374,,F,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 200 metres,Silver,21.0,168.0,57.0
2819,27720,14383,,M,Norway,NOR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 800 metres,Bronze,27.0,181.0,66.0
2820,27728,14388,,M,Peru,PER,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,Silver,19.0,176.0,95.0
2821,27742,14394,,F,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,22.0,173.0,77.0
2822,27747,14397,,M,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze,22.0,179.0,74.0
2823,27757,14402,,M,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,Silver,20.0,168.0,48.0
2824,27758,14402,,M,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,Gold,24.0,168.0,48.0
2825,27764,14406,,F,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Bronze,28.0,180.0,75.0
2826,27813,14430,,M,France,FRA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Bronze,36.0,186.0,90.0
2827,27829,14435,,M,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,21.0,185.0,77.0
2828,27846,14440,,M,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze,23.0,182.0,76.0
2829,27870,14451,,F,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Gold,24.0,174.0,70.0
2830,27871,14451,,F,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold,29.0,174.0,70.0
2831,27876,14453,,M,Norway,NOR,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,20.0,183.0,73.0
2832,27882,14453,,M,Norway,NOR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,28.0,183.0,73.0
2833,27900,14459,,M,Norway,NOR,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Team,Gold,23.0,180.0,70.0
2834,27915,14462,,M,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,23.0,189.0,88.0
2835,27917,14462,,M,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze,31.0,189.0,88.0
2836,27918,14462,,M,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,31.0,189.0,88.0
2837,27931,14468,,M,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver,29.0,197.0,94.0
2838,27932,14468,,M,Italy,ITA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze,34.0,197.0,94.0
2839,27971,14492,,M,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,20.0,178.0,80.0
2840,27976,14492,,M,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,28.0,178.0,80.0
2841,27987,14496,,M,United States,USA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,Silver,23.0,183.0,116.5
2842,27988,14496,,M,United States,USA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,Silver,31.0,183.0,116.5
2843,28002,14503,,F,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze,24.0,178.0,74.0
2844,28004,14504,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold,21.0,196.0,93.0
2845,28010,14508,,M,United States,USA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze,25.0,188.0,91.0
2846,28012,14510,,M,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Pentathlon,Silver,22.0,178.0,79.0
2847,28046,14529,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Silver,29.0,185.0,86.0
2848,28068,14544,,M,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,Gold,25.0,190.0,89.0
2849,28078,14548,,F,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",Gold,29.0,165.0,57.0
2850,28101,14563,,F,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver,25.0,178.0,71.0
2851,28107,14569,,M,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Heavyweight,Bronze,23.0,188.0,135.0
2852,28110,14570,,M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Shooting,Shooting Mixed Trap,Gold,43.0,180.0,83.0
2853,28121,14578,,F,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,26.0,169.0,60.0
2854,28123,14578,,F,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,30.0,169.0,60.0
2855,28128,14580,,F,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver,28.0,196.0,82.0
2856,28140,14588,,M,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,34.0,185.0,73.0
2857,28154,14596,,M,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,21.0,178.0,70.0
2858,28155,14597,,M,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,23.0,178.0,82.0
2859,28160,14601,,F,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver,30.0,170.0,68.0
2860,28180,14611,,M,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold,19.0,176.0,75.0
2861,28181,14612,,F,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Bronze,22.0,180.0,79.0
2862,28185,14614,,F,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze,30.0,164.0,50.0
2863,28187,14615,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,29.0,195.0,93.0
2864,28203,14629,,F,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze,25.0,174.0,60.0
2865,28245,14651,,M,West Germany-1,FRG,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Silver,26.0,183.0,86.0
2866,28248,14653,,M,United States,USA,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,32.0,162.0,58.0
2867,28249,14654,,M,United States,USA,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,28.0,165.0,62.0
2868,28274,14670,,M,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver,20.0,183.0,83.0
2869,28294,14682,,M,Hungary,HUN,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Silver,22.0,175.0,74.0
2870,28312,14686,,M,Germany-2,GER,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,Gold,27.0,188.0,103.0
2871,28326,14693,,M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze,27.0,180.0,76.0
2872,28327,14693,,M,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Gold,31.0,180.0,76.0
2873,28335,14698,,F,Romania,ROU,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's epee, Individual",Silver,23.0,175.0,64.0
2874,28339,14698,,F,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Gold,31.0,175.0,64.0
2875,28349,14706,,M,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,26.0,171.0,64.0
2876,28354,14710,,M,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Two Person Dinghy,Gold,23.0,184.0,65.0
2877,28363,14713,,M,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,21.0,173.0,71.0
2878,28373,14718,,F,Canada-1,CAN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Pairs,Bronze,21.0,150.0,44.0
2879,28374,14718,,F,Canada-1,CAN,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,Bronze,23.0,150.0,44.0
2880,28447,14754,,F,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw,Silver,21.0,170.0,68.0
2881,28454,14759,,M,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,20.0,186.0,81.0
2882,28455,14759,,M,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,20.0,186.0,81.0
2883,28456,14760,,M,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 800 metres,Bronze,21.0,180.0,68.0
2884,28458,14760,,M,Germany,GER,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's 1,600 metres Medley Relay",Silver,21.0,180.0,68.0
2885,28459,14760,,M,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,Silver,25.0,180.0,68.0
2886,28465,14763,,M,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Silver,21.0,187.0,90.0
2887,28466,14763,,M,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Bronze,21.0,187.0,90.0
2888,28482,14771,,F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Heptathlon,Bronze,27.0,174.0,65.0
2889,28549,14804,,F,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold,26.0,164.0,58.0
2890,28565,14810,,M,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Gold,22.0,183.0,75.0
2891,28567,14812,,M,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Bronze,28.0,204.0,108.0
2892,28580,14817,,F,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver,26.0,171.0,70.0
2893,28616,14834,,M,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,Bronze,24.0,178.0,78.0
2894,28618,14835,,M,Germany,GER,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",Bronze,20.0,175.0,70.0
2895,28644,14845,,M,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Silver,33.0,177.0,72.0
2896,28647,14846,,F,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Single Sculls,Silver,27.0,175.0,68.0
2897,28650,14847,,F,United States,USA,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,35.0,175.0,61.0
2898,28658,14852,,M,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,26.0,176.0,60.0
2899,28659,14852,,M,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver,26.0,176.0,60.0
2900,28673,14858,,M,East Germany-1,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Gold,24.0,166.0,64.0
2901,28687,14862,,F,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,19.0,180.0,73.0
2902,28688,14863,,M,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,Bronze,21.0,183.0,83.0
2903,28689,14863,,M,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,21.0,183.0,83.0
2904,28690,14863,,M,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,21.0,183.0,83.0
2905,28691,14863,,M,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,25.0,183.0,83.0
2906,28709,14874,,M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze,22.0,167.0,68.0
2907,28710,14874,,M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,22.0,167.0,68.0
2908,28715,14876,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Middleweight,Bronze,22.0,170.0,80.0
2909,28729,14886,,M,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Bronze,25.0,169.0,63.0
2910,28737,14886,,M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,Bronze,29.0,169.0,63.0
2911,28747,14889,,F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 400 metres,Silver,18.0,169.0,57.0
2912,28748,14889,,F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,18.0,169.0,57.0
2913,28749,14889,,F,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 400 metres,Bronze,22.0,169.0,57.0
2914,28750,14889,,F,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,22.0,169.0,57.0
2915,28753,14892,,F,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Silver,20.0,170.0,62.0
2916,28777,14905,,M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Gold,21.0,190.0,67.0
2917,28789,14909,,M,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,25.0,185.0,78.0
2918,28809,14919,,F,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,22.0,177.0,65.0
2919,28822,14926,,M,Great Britain,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,23.0,176.0,67.0
2920,28828,14928,,F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,18.0,185.0,69.0
2921,28832,14930,,M,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,24.0,192.0,92.0
2922,28833,14930,,M,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,28.0,192.0,92.0
2923,28834,14930,,M,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,28.0,192.0,92.0
2924,28878,14946,,M,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,24.0,182.0,79.0
2925,28879,14946,,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold,28.0,182.0,79.0
2926,28883,14949,,M,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Gold,25.0,193.0,89.0
2927,28901,14957,,F,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Aerials,Silver,27.0,171.0,61.0
2928,28902,14958,,M,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze,18.0,187.0,88.0
2929,28903,14959,,M,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,27.0,188.0,79.0
2930,28905,14959,,M,Netherlands,NED,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze,35.0,188.0,79.0
2931,28927,14969,,F,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze,24.0,175.0,60.0
2932,28931,14972,,F,France,FRA,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold,23.0,167.0,53.0
2933,28983,14990,,F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,16.0,168.0,63.0
2934,28985,14990,,F,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,24.0,168.0,63.0
2935,28987,14991,,F,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,28.0,165.0,68.0
2936,29007,15001,,M,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,Bronze,26.0,185.0,81.0
2937,29008,15001,,M,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,26.0,185.0,81.0
2938,29012,15005,,M,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,22.0,191.0,100.0
2939,29014,15006,,M,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,Bronze,21.0,192.0,96.0
2940,29020,15009,,M,United States,USA,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Silver,20.0,206.0,100.0
2941,29026,15015,,F,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,24.0,165.0,59.0
2942,29064,15034,,F,France,FRA,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Gold,23.0,174.0,52.0
2943,29066,15034,,F,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,Silver,25.0,174.0,52.0
2944,29067,15034,,F,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,25.0,174.0,52.0
2945,29085,15041,,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,22.0,195.0,98.0
2946,29086,15042,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Bronze,24.0,193.0,89.0
2947,29123,15051,,F,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,15.0,175.0,64.0
2948,29142,15064,,M,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,Gold,23.0,190.0,84.0
2949,29144,15065,,M,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Bronze,25.0,200.0,97.0
2950,29151,15068,,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Bronze,28.0,189.0,88.0
2951,29157,15071,,M,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver,28.0,172.0,71.0
2952,29164,15073,,F,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,19.0,181.0,73.0
2953,29174,15075,,M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,Bronze,23.0,191.0,116.0
2954,29176,15077,,M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Pairs,Gold,20.0,192.0,90.0
2955,29177,15077,,M,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Gold,24.0,192.0,90.0
2956,29178,15077,,M,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Gold,28.0,192.0,90.0
2957,29209,15096,,F,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Halfpipe,Gold,23.0,161.0,57.0
2958,29211,15096,,F,Australia,AUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,Silver,27.0,161.0,57.0
2959,29216,15097,,M,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,24.0,188.0,81.0
2960,29224,15100,,F,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,Bronze,21.0,174.0,67.0
2961,29225,15100,,F,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,Bronze,21.0,174.0,67.0
2962,29262,15118,,M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold,19.0,189.0,83.0
2963,29287,15128,,M,Germany-1,GER,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,30.0,186.0,85.0
2964,29291,15130,,F,Germany,GER,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Women's Skeet,Bronze,27.0,171.0,63.0
2965,29301,15131,,M,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,22.0,190.0,79.0
2966,29307,15134,,M,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Bronze,22.0,182.0,75.0
2967,29309,15134,,M,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold,29.0,182.0,75.0
2968,29310,15134,,M,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold,34.0,182.0,75.0
2969,29311,15135,,M,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Silver,19.0,184.0,79.0
2970,29312,15135,,M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Silver,23.0,184.0,79.0
2971,29313,15136,,M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Silver,20.0,181.0,76.0
2972,29316,15138,,M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,38.0,178.0,79.0
2973,29339,15151,,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,Gold,24.0,170.0,62.0
2974,29340,15151,,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Gold,24.0,170.0,62.0
2975,29341,15151,,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,24.0,170.0,62.0
2976,29343,15151,,F,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,28.0,170.0,62.0
2977,29367,15162,,M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Gold,26.0,174.0,70.0
2978,29368,15163,,F,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,31.0,170.0,68.0
2979,29369,15163,,F,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,35.0,170.0,68.0
2980,29391,15177,,M,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,20.0,188.0,80.0
2981,29397,15181,,M,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Silver,25.0,187.0,94.0
2982,29398,15182,,M,South Africa,RSA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,25.0,186.0,70.0
2983,29404,15187,,M,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Gold,23.0,189.0,88.0
2984,29426,15197,,M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Shot Put,Silver,21.0,190.0,100.0
2985,29427,15198,,M,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,27.0,184.0,80.0
