,index,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Age,Height,Weight
27187,246758,123552,,M,Russia,RUS,2012 Summer,2012,Summer,London,Trampolining,Trampolining Men's Individual,Silver,23.0,177.0,64.0
27188,246762,123553,,M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Silver,30.0,198.0,77.0
27189,246763,123553,,M,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,34.0,198.0,77.0
27190,246788,123566,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold,29.0,156.0,48.0
27191,246789,123567,,M,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,18.0,188.0,78.0
27192,246803,123572,,M,Ukraine,UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Heavyweight,Gold,25.0,191.0,91.0
27193,246805,123573,,M,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze,29.0,185.0,100.0
27194,246807,123574,,F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver,22.0,167.0,57.0
27195,246825,123586,,F,Unified Team-2,EUN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,27.0,160.0,45.0
27196,246826,123586,,F,Russia-2,RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,29.0,160.0,45.0
27197,246836,123589,,M,Spain,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze,27.0,169.0,68.0
27198,246839,123590,,M,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver,27.0,178.0,78.0
27199,246846,123595,,M,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold,22.0,183.0,84.0
27200,246859,123601,,F,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,19.0,165.0,58.0
27201,246862,123602,,F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Quadruple Sculls,Bronze,27.0,185.0,78.0
27202,246878,123607,,F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,15.0,177.0,58.0
27203,246884,123611,,M,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Double Sculls,Bronze,25.0,180.0,78.0
27204,246897,123616,,M,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold,24.0,168.0,60.0
27205,246899,123616,,M,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,24.0,168.0,60.0
27206,246904,123616,,M,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,28.0,168.0,60.0
27207,246905,123617,,F,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze,27.0,177.0,70.0
27208,246915,123625,,M,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,25.0,182.0,80.0
27209,246921,123628,,M,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,21.0,175.0,68.0
27210,246932,123634,,F,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,22.0,162.0,59.0
27211,246938,123637,,M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,29.0,165.0,62.0
27212,246939,123638,,F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver,37.0,170.0,68.0
27213,246940,123638,,F,Japan,JPN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Bronze,41.0,170.0,68.0
27214,246942,123640,,M,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,21.0,182.0,69.0
27215,246950,123643,,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,26.0,187.0,98.0
27216,246956,123647,,M,West Germany-2,FRG,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Two,Gold,25.0,182.0,87.0
27217,246957,123647,,M,West Germany-1,FRG,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,Bronze,25.0,182.0,87.0
27218,246958,123647,,M,West Germany-1,FRG,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Bronze,29.0,182.0,87.0
27219,246959,123648,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Triple Jump,Gold,25.0,190.0,73.0
27220,246963,123651,,M,Finland,FIN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Silver,39.0,187.0,95.0
27221,246972,123656,,M,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,33.0,170.0,73.0
27222,246978,123661,,M,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver,21.0,190.0,85.0
27223,246979,123662,,M,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,22.0,183.0,92.0
27224,246991,123671,,M,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,25.0,174.0,70.0
27225,246992,123671,,M,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 5,000 metres",Gold,25.0,174.0,70.0
27226,246993,123671,,M,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,25.0,174.0,70.0
27227,247026,123690,,M,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,33.0,191.0,99.0
27228,247028,123691,,F,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Bronze,26.0,183.0,68.0
27229,247029,123692,,F,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,22.0,173.0,72.0
27230,247033,123694,,M,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,19.0,180.0,82.0
27231,247068,123710,,F,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Women's Foil, Individual",Bronze,20.0,170.0,57.0
27232,247071,123710,,F,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Team",Silver,24.0,170.0,57.0
27233,247072,123710,,F,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Team",Gold,28.0,170.0,57.0
27234,247120,123728,,M,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Gold,33.0,190.0,87.0
27235,247192,123757,,M,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,23.0,173.0,72.0
27236,247195,123757,,M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,27.0,173.0,72.0
27237,247197,123759,,M,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold,34.0,185.0,85.0
27238,247202,123763,,M,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Silver,28.0,185.0,77.0
27239,247246,123788,,M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,25.0,191.0,84.0
27240,247249,123790,,M,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Keelboat,Gold,32.0,180.0,107.0
27241,247252,123793,,M,Canada,CAN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,21.0,178.0,67.0
27242,247254,123794,,F,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,20.0,168.0,63.0
27243,247255,123794,,F,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,24.0,168.0,63.0
27244,247260,123798,,M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's Sprint,Silver,23.0,175.0,79.0
27245,247280,123811,,M,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Bronze,25.0,193.0,92.0
27246,247287,123816,,M,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,21.0,177.0,86.0
27247,247289,123816,,M,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,25.0,177.0,86.0
27248,247304,123826,,M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,Gold,29.0,156.0,58.0
27249,247305,123827,,M,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,27.0,184.0,84.0
27250,247361,123857,,F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze,23.0,164.0,54.0
27251,247362,123857,,F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Bronze,23.0,164.0,54.0
27252,247363,123857,,F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Bronze,23.0,164.0,54.0
27253,247364,123857,,F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Bronze,23.0,164.0,54.0
27254,247365,123857,,F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,23.0,164.0,54.0
27255,247368,123857,,F,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,25.0,164.0,54.0
27256,247371,123857,,F,Russia,RUS,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,29.0,164.0,54.0
27257,247390,123861,,M,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,28.0,172.0,72.0
27258,247396,123861,,M,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,36.0,172.0,72.0
27259,247406,123862,,F,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,34.0,167.0,57.0
27260,247419,123865,,F,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,21.0,168.0,60.0
27261,247421,123866,,M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Silver,30.0,195.0,78.0
27262,247422,123867,,M,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,24.0,170.0,67.0
27263,247423,123867,,M,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,28.0,170.0,67.0
27264,247424,123867,,M,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,32.0,170.0,67.0
27265,247431,123871,,F,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Bronze,22.0,176.0,66.0
27266,247453,123885,,F,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,17.0,167.0,54.0
27267,247459,123889,,M,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold,31.0,187.0,80.0
27268,247474,123897,,M,Mexico,MEX,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,29.0,178.0,65.0
27269,247485,123904,,M,United States,USA,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,Bronze,25.0,174.0,67.0
27270,247504,123916,,M,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Silver,18.0,180.0,75.0
27271,247505,123916,,M,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Silver,23.0,180.0,75.0
27272,247506,123916,,M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Silver,26.0,180.0,75.0
27273,247507,123917,,F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,Bronze,22.0,168.0,64.0
27274,247508,123917,,F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,Bronze,22.0,168.0,64.0
27275,247532,123925,,F,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze,27.0,160.0,50.0
27276,247549,123934,,M,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Men's Aerials,Gold,29.0,179.0,75.0
27277,247564,123943,,F,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver,21.0,176.0,74.0
27278,247578,123953,,F,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,Bronze,31.0,169.0,75.0
27279,247621,123980,,F,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,27.0,183.0,66.0
27280,247633,123985,,F,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold,32.0,180.0,62.0
27281,247656,123999,,F,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,19.0,166.0,70.0
27282,247660,124002,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,21.0,186.0,80.0
27283,247691,124013,,M,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,Bronze,28.0,172.0,66.0
27284,247717,124031,,M,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Silver,27.0,180.0,83.0
27285,247747,124046,,M,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,Bronze,24.0,177.0,75.0
27286,247823,124080,,M,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,42.0,171.0,60.0
27287,247833,124087,,M,Italy,ITA,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,26.0,172.0,69.0
27288,247835,124089,,M,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,23.0,185.0,78.0
27289,247836,124089,,M,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,27.0,185.0,78.0
27290,247841,124093,,M,Canada,CAN,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Middleweight,Bronze,22.0,190.0,81.0
27291,247845,124095,,M,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Silver,27.0,166.0,65.0
27292,247854,124102,,F,Soviet Union-1,URS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,Gold,21.0,155.0,47.0
27293,247855,124102,,F,Soviet Union-2,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,Silver,25.0,155.0,47.0
27294,247871,124114,,M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Silver,22.0,201.0,98.0
27295,247892,124124,,M,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Bronze,22.0,178.0,70.0
27296,247926,124143,,F,Belgium,BEL,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Bronze,26.0,172.0,70.0
27297,247933,124146,,F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,Bronze,14.0,181.0,66.0
27298,247934,124146,,F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,Silver,14.0,181.0,66.0
27299,247935,124146,,F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,14.0,181.0,66.0
27300,247937,124146,,F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,14.0,181.0,66.0
27301,247939,124146,,F,Germany,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,Silver,18.0,181.0,66.0
27302,247940,124146,,F,Germany,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,18.0,181.0,66.0
27303,247941,124146,,F,Germany,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,18.0,181.0,66.0
27304,247945,124146,,F,Germany,GER,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,22.0,181.0,66.0
27305,247952,124146,,F,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,26.0,181.0,66.0
27306,247954,124146,,F,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,26.0,181.0,66.0
27307,247957,124148,,M,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,Bronze,21.0,186.0,72.0
27308,247970,124153,,F,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold,25.0,179.0,63.0
27309,247971,124153,,F,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold,28.0,179.0,63.0
27310,247972,124153,,F,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver,33.0,179.0,63.0
27311,248005,124161,,M,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver,24.0,178.0,73.0
27312,248007,124162,,M,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Gold,31.0,181.0,74.0
27313,248010,124164,,F,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,43.0,178.0,63.0
27314,248022,124172,,M,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Heavyweight,Bronze,29.0,195.0,125.0
27315,248035,124180,,F,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,22.0,180.0,69.0
27316,248036,124180,,F,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,22.0,180.0,69.0
27317,248045,124185,,F,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold,22.0,185.0,75.0
27318,248056,124192,,F,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,14.0,181.0,76.0
27319,248059,124192,,F,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,18.0,181.0,76.0
27320,248063,124192,,F,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,23.0,181.0,76.0
27321,248096,124207,,M,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Points Race,Silver,20.0,166.0,58.0
27322,248111,124217,,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,23.0,180.0,92.0
27323,248128,124227,,M,New York Athletic Club-1,USA,1904 Summer,1904,Summer,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold,24.0,173.0,66.0
27324,248161,124241,,M,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,Silver,22.0,191.0,76.0
27325,248162,124241,,M,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",Silver,22.0,191.0,76.0
27326,248176,124247,,M,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Gold,24.0,209.0,100.0
27327,248179,124249,,M,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Gold,23.0,207.0,96.0
27328,248189,124252,,M,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Bronze,20.0,187.0,92.0
27329,248190,124253,,M,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Bronze,20.0,193.0,92.0
27330,248192,124255,,F,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Bronze,22.0,163.0,60.0
27331,248193,124255,,F,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze,26.0,163.0,60.0
27332,248235,124277,,M,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Heavyweight,Gold,26.0,187.0,95.0
27333,248238,124277,,M,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Heavyweight,Bronze,34.0,187.0,95.0
27334,248262,124292,,F,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold,36.0,173.0,66.0
27335,248271,124298,,M,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Men's Windsurfer,Gold,22.0,186.0,70.0
27336,248278,124300,,M,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,24.0,171.0,65.0
27337,248305,124306,,F,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Bronze,21.0,178.0,66.0
27338,248306,124306,,F,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze,26.0,178.0,66.0
27339,248348,124331,,F,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold,25.0,169.0,80.0
27340,248356,124335,,M,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Bronze,22.0,176.0,74.0
27341,248358,124335,,M,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold,30.0,176.0,74.0
27342,248365,124336,,M,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,Bronze,22.0,193.0,80.0
27343,248366,124336,,M,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,Gold,22.0,193.0,80.0
27344,248367,124336,,M,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,Gold,22.0,193.0,80.0
